commander_name,recommended_creature_name,synergy_percentage
"Duggan, Private Detective","Multani, Maro-Sorcerer",0.15
"Duggan, Private Detective","Jolrael, Voice of Zhalfir",0.13
"Duggan, Private Detective",Shimmer Dragon,0.12
"Duggan, Private Detective","Lonis, Genetics Expert",0.13
"Duggan, Private Detective","Vnwxt, Verbose Host",0.13
"Duggan, Private Detective","Soramaro, First to Dream",0.12
"Duggan, Private Detective",Aeon Chronicler,0.11
"Duggan, Private Detective",Hornet Nest,0.11
"Duggan, Private Detective",Graf Mole,0.11
"Duggan, Private Detective",Kami of the Crescent Moon,0.1
"Boromir, Warden of the Tower","Faramir, Field Commander",0.29
"Boromir, Warden of the Tower","Thalia, Heretic Cathar",0.29
"Boromir, Warden of the Tower",Containment Priest,0.27
"Boromir, Warden of the Tower","Adeline, Resplendent Cathar",0.24
"Boromir, Warden of the Tower",Aven Mindcensor,0.24
"Boromir, Warden of the Tower",Coppercoat Vanguard,0.24
"Boromir, Warden of the Tower",Esper Sentinel,0.12
"Boromir, Warden of the Tower",Grand Abolisher,0.17
"Boromir, Warden of the Tower",Drannith Magistrate,0.21
"Boromir, Warden of the Tower",Mother of Runes,0.13
"Boromir, Warden of the Tower",Cathar Commando,0.21
"Boromir, Warden of the Tower",Archivist of Oghma,0.16
"Boromir, Warden of the Tower",Loran of the Third Path,0.1
"Boromir, Warden of the Tower","Mangara, the Diplomat",0.14
"Boromir, Warden of the Tower","Myrel, Shield of Argive",0.23
"Boromir, Warden of the Tower","Thalia, Guardian of Thraben",0.22
"Boromir, Warden of the Tower",Keeper of the Accord,0.1
"Boromir, Warden of the Tower",Weathered Wayfarer,0.12
"Boromir, Warden of the Tower",Archon of Emeria,0.19
"Boromir, Warden of the Tower",Eidolon of Rhetoric,0.19
"Boromir, Warden of the Tower",Templar Knight,0.21
"Boromir, Warden of the Tower","Odric, Master Tactician",0.12
"Boromir, Warden of the Tower",Aven Interrupter,0.14
"Boromir, Warden of the Tower",Champions of Minas Tirith,0.17
"Boromir, Warden of the Tower",Soulless Jailer,0.15
"Boromir, Warden of the Tower",Samwise the Stouthearted,0.15
"Boromir, Warden of the Tower",Ranger-Captain of Eos,0.11
"Boromir, Warden of the Tower",Stalwarts of Osgiliath,0.15
"Boromir, Warden of the Tower",Spirit of the Labyrinth,0.12
"Boromir, Warden of the Tower",Frontline Medic,0.12
"Boromir, Warden of the Tower",Hushbringer,0.1
"Boromir, Warden of the Tower",Doorkeeper Thrull,0.11
"Boromir, Warden of the Tower",Lossarnach Captain,0.11
"Boromir, Warden of the Tower",Beregond of the Guard,0.11
"Boromir, Warden of the Tower",Leonin Arbiter,0.1
"Boromir, Warden of the Tower",Westfold Rider,0.1
Kodama of the Center Tree,Kodama of the South Tree,0.93
Kodama of the Center Tree,Elder Pine of Jukai,0.91
Kodama of the Center Tree,Loam Dweller,0.89
Kodama of the Center Tree,Lifespinner,0.84
Kodama of the Center Tree,"Iname, Life Aspect",0.83
Kodama of the Center Tree,Kodama of the North Tree,0.82
Kodama of the Center Tree,Petalmane Baku,0.81
Kodama of the Center Tree,Bounteous Kirin,0.81
Kodama of the Center Tree,"Sekki, Seasons' Guide",0.79
Kodama of the Center Tree,"Jugan, the Rising Star",0.79
Kodama of the Center Tree,Kodama of the East Tree,0.76
Kodama of the Center Tree,Briarknit Kami,0.79
Kodama of the Center Tree,Forked-Branch Garami,0.77
Kodama of the Center Tree,"Kura, the Boundless Sky",0.73
Kodama of the Center Tree,Myojin of Life's Web,0.75
Kodama of the Center Tree,Primordial Sage,0.72
Kodama of the Center Tree,Kami of Whispered Hopes,0.63
Kodama of the Center Tree,Myojin of Towering Might,0.69
Kodama of the Center Tree,Seedborn Muse,0.31
Kodama of the Center Tree,Kodama of the West Tree,0.63
Kodama of the Center Tree,Harbinger of Spring,0.68
Kodama of the Center Tree,Haru-Onna,0.66
Kodama of the Center Tree,Traproot Kami,0.64
Kodama of the Center Tree,Promised Kannushi,0.63
Kodama of the Center Tree,Willow Geist,0.63
Kodama of the Center Tree,Permeating Mass,0.56
Kodama of the Center Tree,Thundering Mightmare,0.55
Kodama of the Center Tree,Body of Jukai,0.51
Kodama of the Center Tree,Spinner of Souls,0.49
Kodama of the Center Tree,Hana Kami,0.47
Kodama of the Center Tree,Realmwalker,0.38
Kodama of the Center Tree,"Arashi, the Sky Asunder",0.44
Kodama of the Center Tree,Carven Caryatid,0.41
Kodama of the Center Tree,Patron of the Orochi,0.39
Kodama of the Center Tree,"Ayumi, the Last Visitor",0.38
Kodama of the Center Tree,Nightsoil Kami,0.37
Kodama of the Center Tree,Thousand-legged Kami,0.36
Kodama of the Center Tree,Shinen of Life's Roar,0.36
Kodama of the Center Tree,Vine Kami,0.36
Kodama of the Center Tree,Strangleroot Geist,0.34
Kodama of the Center Tree,Burr Grafter,0.32
Kodama of the Center Tree,Rootrunner,0.26
Kodama of the Center Tree,Kami of the Hunt,0.25
Kodama of the Center Tree,Phantom Nantuko,0.24
Kodama of the Center Tree,"Masumaro, First to Live",0.22
Kodama of the Center Tree,Venerable Kumo,0.2
Kodama of the Center Tree,Soilshaper,0.19
Kodama of the Center Tree,Blossom Prancer,0.18
Kodama of the Center Tree,Kami of the Tended Garden,0.17
Kodama of the Center Tree,Dripping-Tongue Zubera,0.17
Kodama of the Center Tree,Generous Visitor,0.15
Kodama of the Center Tree,Skalla Wolf,0.15
Kodama of the Center Tree,Starved Rusalka,0.15
Kodama of the Center Tree,Child of Thorns,0.11
Kodama of the Center Tree,Scaled Hulk,0.11
Kodama of the Center Tree,Fiddlehead Kami,0.1
"Oyobi, Who Split the Heavens","Auron, Venerated Guardian",0.1
"Oyobi, Who Split the Heavens",Kami of False Hope,0.76
"Oyobi, Who Split the Heavens",Nikko-Onna,0.75
"Oyobi, Who Split the Heavens",Drogskol Reinforcements,0.73
"Oyobi, Who Split the Heavens",Celestial Crusader,0.7
"Oyobi, Who Split the Heavens",Selfless Spirit,0.67
"Oyobi, Who Split the Heavens",Myojin of Blooming Dawn,0.67
"Oyobi, Who Split the Heavens",Clarion Spirit,0.67
"Oyobi, Who Split the Heavens",Drogskol Cavalry,0.66
"Oyobi, Who Split the Heavens",Windborn Muse,0.59
"Oyobi, Who Split the Heavens",Twilight Drover,0.64
"Oyobi, Who Split the Heavens",Angel of Flight Alabaster,0.61
"Oyobi, Who Split the Heavens",Phantom General,0.57
"Oyobi, Who Split the Heavens",Karmic Guide,0.44
"Oyobi, Who Split the Heavens",Hanged Executioner,0.55
"Oyobi, Who Split the Heavens",Kami of Ancient Law,0.55
"Oyobi, Who Split the Heavens","Ao, the Dawn Sky",0.52
"Oyobi, Who Split the Heavens",Guardian of Faith,0.5
"Oyobi, Who Split the Heavens",Rescuer Chwinga,0.5
"Oyobi, Who Split the Heavens",Bygone Bishop,0.49
"Oyobi, Who Split the Heavens",Moonshaker Cavalry,0.4
"Oyobi, Who Split the Heavens",Remorseful Cleric,0.48
"Oyobi, Who Split the Heavens",Pilgrim of the Ages,0.47
"Oyobi, Who Split the Heavens",Waxmane Baku,0.45
"Oyobi, Who Split the Heavens",Kami of the Honored Dead,0.43
"Oyobi, Who Split the Heavens",Grey Host Reinforcements,0.42
"Oyobi, Who Split the Heavens",Blinking Spirit,0.41
"Oyobi, Who Split the Heavens",Eternal Dragon,0.39
"Oyobi, Who Split the Heavens","Yosei, the Morning Star",0.39
"Oyobi, Who Split the Heavens",Skyclave Apparition,0.29
"Oyobi, Who Split the Heavens",Kami of the Palace Fields,0.33
"Oyobi, Who Split the Heavens",Celestial Kirin,0.31
"Oyobi, Who Split the Heavens",Topplegeist,0.31
"Oyobi, Who Split the Heavens","Anafenza, Kin-Tree Spirit",0.29
"Oyobi, Who Split the Heavens","Anafenza, Unyielding Lineage",0.28
"Oyobi, Who Split the Heavens",Myojin of Cleansing Fire,0.29
"Oyobi, Who Split the Heavens",Moonlit Strider,0.28
"Oyobi, Who Split the Heavens",Mirror Entity,0.2
"Oyobi, Who Split the Heavens",Indebted Spirit,0.27
"Oyobi, Who Split the Heavens",Drumbellower,0.25
"Oyobi, Who Split the Heavens",Gallows Warden,0.26
"Oyobi, Who Split the Heavens",Lantern Kami,0.25
"Oyobi, Who Split the Heavens",Hundred-Talon Kami,0.24
"Oyobi, Who Split the Heavens",Wall of Reverence,0.23
"Oyobi, Who Split the Heavens",Dust Animus,0.22
"Oyobi, Who Split the Heavens",White Orchid Phantom,0.2
"Oyobi, Who Split the Heavens",Spirit of the Labyrinth,0.19
"Oyobi, Who Split the Heavens",Horizon Seed,0.21
"Oyobi, Who Split the Heavens",Keening Apparition,0.19
"Oyobi, Who Split the Heavens",Furious Forebear,0.17
"Oyobi, Who Split the Heavens",Spirit of the Hearth,0.16
"Oyobi, Who Split the Heavens",Forbidding Spirit,0.15
"Oyobi, Who Split the Heavens",Kami of the Painted Road,0.13
"Oyobi, Who Split the Heavens",Beckoning Will-o'-Wisp,0.13
"Oyobi, Who Split the Heavens",Hopeful Eidolon,0.12
"Oyobi, Who Split the Heavens",Innocence Kami,0.12
"Oyobi, Who Split the Heavens","Hikari, Twilight Guardian",0.12
Meloku the Clouded Mirror,Walking Atlas,0.83
Meloku the Clouded Mirror,Patron of the Moon,0.74
Meloku the Clouded Mirror,"Minn, Wily Illusionist",0.64
Meloku the Clouded Mirror,Soratami Savant,0.54
Meloku the Clouded Mirror,Lord of the Unreal,0.52
Meloku the Clouded Mirror,"Barrin, Tolarian Archmage",0.52
Meloku the Clouded Mirror,Scaretiller,0.51
Meloku the Clouded Mirror,Solemn Simulacrum,0.25
Meloku the Clouded Mirror,Ruin Crab,0.39
Meloku the Clouded Mirror,Burnished Hart,0.39
Meloku the Clouded Mirror,"Uyo, Silent Prophet",0.43
Meloku the Clouded Mirror,Krovikan Mist,0.42
Meloku the Clouded Mirror,Junk Winder,0.39
Meloku the Clouded Mirror,Triskaidekaphile,0.3
Meloku the Clouded Mirror,Roil Elemental,0.38
Meloku the Clouded Mirror,Curiosity Crafter,0.34
Meloku the Clouded Mirror,Dreamscape Artist,0.35
Meloku the Clouded Mirror,Guardian of Tazeem,0.34
Meloku the Clouded Mirror,Wonderscape Sage,0.34
Meloku the Clouded Mirror,Tiller Engine,0.29
Meloku the Clouded Mirror,Soratami Rainshaper,0.26
Meloku the Clouded Mirror,Tribute Mage,0.17
Meloku the Clouded Mirror,Tideforce Elemental,0.25
Meloku the Clouded Mirror,Oboro Breezecaller,0.24
Meloku the Clouded Mirror,Windreader Sphinx,0.22
Meloku the Clouded Mirror,Hedron Crab,0.18
Meloku the Clouded Mirror,Stormtide Leviathan,0.15
Meloku the Clouded Mirror,Trinket Mage,0.11
Meloku the Clouded Mirror,Soratami Cloudskater,0.19
Meloku the Clouded Mirror,Sprite Noble,0.19
Meloku the Clouded Mirror,Soratami Mirror-Mage,0.17
Meloku the Clouded Mirror,"Kira, Great Glass-Spinner",0.14
Meloku the Clouded Mirror,Soratami Seer,0.13
Meloku the Clouded Mirror,Floodbringer,0.12
Meloku the Clouded Mirror,"Siani, Eye of the Storm",0.12
Meloku the Clouded Mirror,Soratami Mindsweeper,0.11
Ian the Reckless,Freya Crescent,0.13
Ian the Reckless,"Raubahn, Bull of Ala Mhigo",0.13
Ian the Reckless,"Auntie Blyte, Bad Influence",0.56
Ian the Reckless,"Kediss, Emberclaw Familiar",0.51
Ian the Reckless,Brass Squire,0.45
Ian the Reckless,"Solphim, Mayhem Dominus",0.32
Ian the Reckless,Lizard Blades,0.39
Ian the Reckless,Silent Arbiter,0.38
Ian the Reckless,Solemn Simulacrum,0.2
Ian the Reckless,Rabbit Battery,0.38
Ian the Reckless,Brash Taunter,0.2
Ian the Reckless,Professional Face-Breaker,0.15
Ian the Reckless,Komainu Battle Armor,0.29
Ian the Reckless,Iron Myr,0.17
Ian the Reckless,Goblin Engineer,0.15
Ian the Reckless,Fiendish Duo,0.2
Ian the Reckless,Mister Gutsy,0.2
Ian the Reckless,Chandra's Incinerator,0.1
Ian the Reckless,Burnished Hart,0.11
Ian the Reckless,"Godo, Bandit Warlord",0.16
Ian the Reckless,"Inti, Seneschal of the Sun",0.16
Ian the Reckless,Atraxa's Skitterfang,0.18
Ian the Reckless,Akki Battle Squad,0.17
Ian the Reckless,Foundry Inspector,0.12
Ian the Reckless,Bladegraft Aspirant,0.14
Ian the Reckless,Scavenged Brawler,0.15
Ian the Reckless,"Heiko Yamazaki, the General",0.11
Ian the Reckless,"Rhuk, Hexgold Nabber",0.1
"Monoxa, Midway Manager","Wyll, Blade of Frontiers",0.9
"Monoxa, Midway Manager",Brazen Dwarf,0.88
"Monoxa, Midway Manager",Hoarding Ogre,0.85
"Monoxa, Midway Manager","Delina, Wild Mage",0.78
"Monoxa, Midway Manager",Lightfoot Rogue,0.78
"Monoxa, Midway Manager",Chaos Channeler,0.74
"Monoxa, Midway Manager",Celebr-8000,0.68
"Monoxa, Midway Manager",Chaos Dragon,0.67
"Monoxa, Midway Manager",Earth-Cult Elemental,0.64
"Monoxa, Midway Manager",Xenosquirrels,0.61
"Monoxa, Midway Manager",Nothic,0.61
"Monoxa, Midway Manager",Iron Mastiff,0.59
"Monoxa, Midway Manager",Herald of Hadar,0.59
"Monoxa, Midway Manager",Clay Golem,0.52
"Monoxa, Midway Manager",Deadbeat Attendant,0.5
"Monoxa, Midway Manager",Swarming Goblins,0.48
"Monoxa, Midway Manager",Quick Fixer,0.47
"Monoxa, Midway Manager",Ancient Brass Dragon,0.44
"Monoxa, Midway Manager","""Lifetime"" Pass Holder",0.46
"Monoxa, Midway Manager",Rad Rascal,0.43
"Monoxa, Midway Manager",Discourtesy Clerk,0.43
"Monoxa, Midway Manager",Line Cutter,0.39
"Monoxa, Midway Manager",Soul Swindler,0.39
"Monoxa, Midway Manager",Dissatisfied Customer,0.36
"Monoxa, Midway Manager",Solemn Simulacrum,0.13
"Monoxa, Midway Manager",Ancient Copper Dragon,0.31
"Monoxa, Midway Manager",Draconian Gate-Bot,0.29
"Monoxa, Midway Manager",Non-Human Cannonball,0.26
"Monoxa, Midway Manager",Lizard Blades,0.22
"Monoxa, Midway Manager","Kediss, Emberclaw Familiar",0.22
"Monoxa, Midway Manager",Burnished Hart,0.11
"Monoxa, Midway Manager",Velukan Dragon,0.17
"Monoxa, Midway Manager",Archetype of Aggression,0.15
"Monoxa, Midway Manager","Karlach, Fury of Avernus",0.1
"Strax, Sontaran Nurse",Brash Taunter,0.64
"Strax, Sontaran Nurse",Donna Noble,0.52
"Strax, Sontaran Nurse",Neyith of the Dire Hunt,0.5
"Strax, Sontaran Nurse",Stuffy Doll,0.49
"Strax, Sontaran Nurse",Solemn Simulacrum,0.48
"Strax, Sontaran Nurse",Tireless Provisioner,0.42
"Strax, Sontaran Nurse",Tireless Tracker,0.45
"Strax, Sontaran Nurse",Loyal Apprentice,0.45
"Strax, Sontaran Nurse","Toggo, Goblin Weaponsmith",0.43
"Strax, Sontaran Nurse",Ulvenwald Tracker,0.39
"Strax, Sontaran Nurse","Jolene, the Plunder Queen",0.32
"Strax, Sontaran Nurse",Hornet Nest,0.32
"Strax, Sontaran Nurse",Professional Face-Breaker,0.21
"Strax, Sontaran Nurse","Jolene, Plundering Pugilist",0.24
"Strax, Sontaran Nurse",Foe-Razer Regent,0.25
"Strax, Sontaran Nurse",Academy Manufactor,0.23
"Strax, Sontaran Nurse",Vigor,0.18
"Strax, Sontaran Nurse","Magda, the Hoardmaster",0.21
"Strax, Sontaran Nurse",Old Gnawbone,0.15
"Strax, Sontaran Nurse","Elmar, Ulvenwald Informant",0.21
"Strax, Sontaran Nurse",Peregrin Took,0.2
"Strax, Sontaran Nurse","Ruby, Daring Tracker",0.1
"Strax, Sontaran Nurse",Black Market Tycoon,0.19
"Strax, Sontaran Nurse",Piggy Bank,0.17
"Strax, Sontaran Nurse","Gadrak, the Crown-Scourge",0.15
"Strax, Sontaran Nurse","Roxanne, Starfall Savant",0.12
"Strax, Sontaran Nurse",Crime Novelist,0.11
"Strax, Sontaran Nurse",Broodhatch Nantuko,0.14
"Strax, Sontaran Nurse",Saber Ants,0.13
"Strax, Sontaran Nurse",Myr Retriever,0.13
"Strax, Sontaran Nurse",Sarinth Greatwurm,0.12
"Strax, Sontaran Nurse","Kibo, Uktabi Prince",0.1
"Terrian, World Tyrant",Gigantosaurus,0.37
"Terrian, World Tyrant",Quakestrider Ceratops,0.35
"Terrian, World Tyrant","Ghalta, Primal Hunger",0.26
"Terrian, World Tyrant",Biowaste Blob,0.21
"Terrian, World Tyrant","Goreclaw, Terror of Qal Sisma",0.2
"Terrian, World Tyrant",Agonasaur Rex,0.18
"Terrian, World Tyrant",Ancient Brontodon,0.18
"Terrian, World Tyrant",Hulking Raptor,0.16
"Terrian, World Tyrant",Topiary Stomper,0.12
"Terrian, World Tyrant",Kalonian Tusker,0.16
"Terrian, World Tyrant",Garruk's Packleader,0.11
"Terrian, World Tyrant",Garruk's Gorehorn,0.16
"Terrian, World Tyrant",Regal Imperiosaur,0.15
"Terrian, World Tyrant","Aeve, Progenitor Ooze",0.14
"Terrian, World Tyrant",Biogenic Ooze,0.13
"Terrian, World Tyrant",Predator Ooze,0.12
"Terrian, World Tyrant",Quilled Slagwurm,0.13
"Terrian, World Tyrant",Leatherback Baloth,0.13
"Terrian, World Tyrant",Oran-Rief Ooze,0.11
"Terrian, World Tyrant",Vorstclaw,0.12
"Terrian, World Tyrant",Bighorner Rancher,0.1
"Terrian, World Tyrant",Primordial Wurm,0.11
"Terrian, World Tyrant",Mitotic Slime,0.1
"Terrian, World Tyrant",Orazca Frillback,0.1
"Terrian, World Tyrant",Colossal Dreadmaw,0.1
"Terrian, World Tyrant",Swordwise Centaur,0.1
"Terrian, World Tyrant",Jibbirik Omnivore,0.1
"Tobias, Doomed Conqueror",Inga Rune-Eyes,0.61
"Tobias, Doomed Conqueror",Luminous Broodmoth,0.57
"Tobias, Doomed Conqueror","Geralf, Visionary Stitcher",0.53
"Tobias, Doomed Conqueror",Malcator's Watcher,0.5
"Tobias, Doomed Conqueror",Solemn Simulacrum,0.31
"Tobias, Doomed Conqueror",Hallowed Spiritkeeper,0.46
"Tobias, Doomed Conqueror",Enduring Innocence,0.42
"Tobias, Doomed Conqueror",Phantasmal Shieldback,0.43
"Tobias, Doomed Conqueror",Palace Familiar,0.43
"Tobias, Doomed Conqueror",Spirited Companion,0.33
"Tobias, Doomed Conqueror",Mulldrifter,0.29
"Tobias, Doomed Conqueror",Reveillark,0.38
"Tobias, Doomed Conqueror",Sun Titan,0.27
"Tobias, Doomed Conqueror",Karmic Guide,0.32
"Tobias, Doomed Conqueror",Wall of Omens,0.29
"Tobias, Doomed Conqueror",Outlaw Medic,0.37
"Tobias, Doomed Conqueror","Ao, the Dawn Sky",0.36
"Tobias, Doomed Conqueror","Geralf, the Fleshwright",0.36
"Tobias, Doomed Conqueror",God-Eternal Oketra,0.36
"Tobias, Doomed Conqueror",Chasm Skulker,0.31
"Tobias, Doomed Conqueror",Priest of the Crossing,0.34
"Tobias, Doomed Conqueror",Cathar Commando,0.31
"Tobias, Doomed Conqueror",Helpful Hunter,0.3
"Tobias, Doomed Conqueror",Oculus,0.32
"Tobias, Doomed Conqueror",Aven Wind Guide,0.31
"Tobias, Doomed Conqueror",Boss's Chauffeur,0.31
"Tobias, Doomed Conqueror","Anafenza, Unyielding Lineage",0.3
"Tobias, Doomed Conqueror",Surveilling Sprite,0.3
"Tobias, Doomed Conqueror",Doomed Traveler,0.3
"Tobias, Doomed Conqueror",Market Gnome,0.29
"Tobias, Doomed Conqueror",Prophet of the Scarab,0.29
"Tobias, Doomed Conqueror",Purple-Crystal Crab,0.28
"Tobias, Doomed Conqueror","Jason Bright, Glowing Prophet",0.27
"Tobias, Doomed Conqueror",Eternal Skylord,0.25
"Tobias, Doomed Conqueror","Mondrak, Glory Dominus",0.2
"Tobias, Doomed Conqueror",Garrison Cat,0.22
"Tobias, Doomed Conqueror",Watcher for Tomorrow,0.18
"Tobias, Doomed Conqueror",Knight of the White Orchid,0.13
"Tobias, Doomed Conqueror",Hordewing Skaab,0.19
"Tobias, Doomed Conqueror",Hunted Witness,0.19
"Tobias, Doomed Conqueror",Requiem Angel,0.19
"Tobias, Doomed Conqueror",Overcharged Amalgam,0.18
"Tobias, Doomed Conqueror",Crawling Chorus,0.18
"Tobias, Doomed Conqueror",Welcoming Vampire,0.15
"Tobias, Doomed Conqueror","Daxos, Blessed by the Sun",0.16
"Tobias, Doomed Conqueror",Binding Mummy,0.17
"Tobias, Doomed Conqueror",Jeskai Sage,0.17
"Tobias, Doomed Conqueror",Repository Skaab,0.17
"Tobias, Doomed Conqueror",Mentor of the Meek,0.13
"Tobias, Doomed Conqueror",Enduring Curiosity,0.11
"Tobias, Doomed Conqueror",Oracle of Tragedy,0.15
"Tobias, Doomed Conqueror",Breathkeeper Seraph,0.15
"Tobias, Doomed Conqueror",Moorland Rescuer,0.15
"Tobias, Doomed Conqueror",Cleaver Skaab,0.14
Borborygmos,Sunder Shaman,0.38
Borborygmos,Rubblebelt Raiders,0.36
Borborygmos,"Ruric Thar, the Unbowed",0.35
Borborygmos,Gruul Spellbreaker,0.31
Borborygmos,Zhur-Taa Druid,0.31
Borborygmos,Savageborn Hydra,0.31
Borborygmos,Ravager Wurm,0.28
Borborygmos,"Grumgully, the Generous",0.24
Borborygmos,"Halana and Alena, Partners",0.2
Borborygmos,Beast Whisperer,0.13
Borborygmos,End-Raze Forerunners,0.24
Borborygmos,Gruul Ragebeast,0.27
Borborygmos,Kami of Whispered Hopes,0.18
Borborygmos,Skarrg Guildmage,0.27
Borborygmos,"Ulasht, the Hate Seed",0.26
Borborygmos,"Ilharg, the Raze-Boar",0.21
Borborygmos,"Anzrag, the Quake-Mole",0.17
Borborygmos,Burning-Tree Shaman,0.23
Borborygmos,Borborygmos Enraged,0.23
Borborygmos,Rubblehulk,0.21
Borborygmos,Ghor-Clan Rampager,0.2
Borborygmos,Loyal Guardian,0.17
Borborygmos,Savage Ventmaw,0.1
Borborygmos,Clan Guildmage,0.18
Borborygmos,Nikya of the Old Ways,0.17
Borborygmos,Burning-Tree Emissary,0.17
Borborygmos,Armorcraft Judge,0.16
Borborygmos,Evolution Sage,0.14
Borborygmos,Grand Warlord Radha,0.13
Borborygmos,Evolution Witness,0.15
Borborygmos,Rumbling Slum,0.16
Borborygmos,Zhur-Taa Goblin,0.15
Borborygmos,Zhur-Taa Ancient,0.15
Borborygmos,Gyre Sage,0.13
Borborygmos,Defiler of Vigor,0.1
Borborygmos,Scab-Clan Mauler,0.14
Borborygmos,"Renata, Called to the Hunt",0.11
Borborygmos,Skarrgan Hellkite,0.14
Borborygmos,Rubblebelt Rioters,0.13
Borborygmos,Burning-Tree Vandal,0.13
Borborygmos,Zhur-Taa Swine,0.13
Borborygmos,Herald of Ilharg,0.11
Borborygmos,Gruul Guildmage,0.12
Borborygmos,Skarrg Goliath,0.12
Borborygmos,Gruul Beastmaster,0.11
Borborygmos,Summon: Fat Chocobo,0.1
"Tellah, Great Sage",Prompto Argentum,0.32
"Tellah, Great Sage",Vivi Ornitier,0.23
"Tellah, Great Sage","Shantotto, Tactician Magician",0.23
"Tellah, Great Sage",Harmonic Prodigy,0.4
"Tellah, Great Sage","Veyran, Voice of Duality",0.31
"Tellah, Great Sage",Third Path Iconoclast,0.26
"Tellah, Great Sage",Young Pyromancer,0.13
"Tellah, Great Sage","Ultros, Obnoxious Octopus",0.22
"Tellah, Great Sage","Zaffai, Thunder Conductor",0.13
"Tellah, Great Sage","Hermes, Overseer of Elpis",0.1
"Karlach, Fury of Avernus","Moraug, Fury of Akoum",0.67
"Karlach, Fury of Avernus",Port Razer,0.55
"Karlach, Fury of Avernus",Combat Celebrant,0.54
"Karlach, Fury of Avernus",Urabrask the Hidden,0.53
"Karlach, Fury of Avernus","Etali, Primal Storm",0.51
"Karlach, Fury of Avernus",Sardian Cliffstomper,0.49
"Karlach, Fury of Avernus",Anger,0.48
"Karlach, Fury of Avernus","Torbran, Thane of Red Fell",0.31
